Year,Zone,Sex,Age Group,Population,Hypertension Count,Prevalence Rate %
01/01/2013 12:00:00 AM,Northern,F,80 +,5101,4391,86.08
01/01/2013 12:00:00 AM,Northern,M,20 to 29,8306,151,1.82
01/01/2013 12:00:00 AM,Northern,M,30 to 39,8762,637,7.27
01/01/2013 12:00:00 AM,Northern,M,40 to 49,10897,2061,18.91
01/01/2013 12:00:00 AM,Northern,M,50 to 59,12618,4579,36.29
01/01/2013 12:00:00 AM,Northern,M,60 to 69,10820,6135,56.7
01/01/2013 12:00:00 AM,Northern,M,70 to 79,5978,4411,73.79
01/01/2013 12:00:00 AM,Northern,M,80 +,3041,2486,81.75
01/01/2013 12:00:00 AM,Unknown,F,20 to 29,8627,60,0.7
01/01/2013 12:00:00 AM,Unknown,F,30 to 39,5559,236,4.25
01/01/2013 12:00:00 AM,Unknown,F,40 to 49,4976,521,10.47
01/01/2013 12:00:00 AM,Unknown,F,50 to 59,4724,1123,23.77
01/01/2013 12:00:00 AM,Unknown,F,60 to 69,3523,1550,44
01/01/2013 12:00:00 AM,Unknown,F,70 to 79,1841,1196,64.96
01/01/2013 12:00:00 AM,Unknown,F,80 +,1437,1126,78.36
01/01/2013 12:00:00 AM,Unknown,M,20 to 29,7664,82,1.07
01/01/2013 12:00:00 AM,Unknown,M,30 to 39,5175,222,4.29
01/01/2013 12:00:00 AM,Unknown,M,40 to 49,4800,611,12.73
01/01/2013 12:00:00 AM,Unknown,M,50 to 59,4470,1086,24.3
01/01/2013 12:00:00 AM,Unknown,M,60 to 69,3205,1423,44.4
01/01/2013 12:00:00 AM,Unknown,M,70 to 79,1633,1014,62.09
01/01/2013 12:00:00 AM,Unknown,M,80 +,869,575,66.17
01/01/2013 12:00:00 AM,Western,F,20 to 29,10147,155,1.53
01/01/2013 12:00:00 AM,Western,F,30 to 39,10972,809,7.37
01/01/2013 12:00:00 AM,Western,F,40 to 49,14139,2404,17
01/01/2013 12:00:00 AM,Western,F,50 to 59,18252,5869,32.16
01/01/2013 12:00:00 AM,Western,F,60 to 69,15626,8398,53.74
01/01/2013 12:00:00 AM,Western,F,70 to 79,9463,6850,72.39
01/01/2013 12:00:00 AM,Western,F,80 +,7298,6158,84.38
01/01/2013 12:00:00 AM,Western,M,20 to 29,10411,156,1.5
01/01/2013 12:00:00 AM,Western,M,30 to 39,10497,709,6.75
01/01/2013 12:00:00 AM,Western,M,40 to 49,13742,2433,17.7
01/01/2013 12:00:00 AM,Western,M,50 to 59,17598,5883,33.43
01/01/2013 12:00:00 AM,Western,M,60 to 69,15287,8022,52.48
01/01/2013 12:00:00 AM,Western,M,70 to 79,8837,6060,68.58
01/01/2013 12:00:00 AM,Western,M,80 +,4607,3596,78.06
01/01/2014 12:00:00 AM,Central,F,20 to 29,28982,288,0.99
01/01/2014 12:00:00 AM,Central,F,30 to 39,30667,1482,4.83
01/01/2014 12:00:00 AM,Central,F,40 to 49,32411,4382,13.52
01/01/2014 12:00:00 AM,Central,F,50 to 59,34632,10096,29.15
01/01/2014 12:00:00 AM,Central,F,60 to 69,25737,12891,50.09
01/01/2014 12:00:00 AM,Central,F,70 to 79,14198,10261,72.27
01/01/2014 12:00:00 AM,Central,F,80 +,10749,9069,84.37
01/01/2014 12:00:00 AM,Central,M,20 to 29,29130,393,1.35
01/01/2014 12:00:00 AM,Central,M,30 to 39,28921,1616,5.59
01/01/2014 12:00:00 AM,Central,M,40 to 49,30421,4383,14.41
01/01/2014 12:00:00 AM,Central,M,50 to 59,33576,10355,30.84
01/01/2014 12:00:00 AM,Central,M,60 to 69,23952,12612,52.66
01/01/2014 12:00:00 AM,Central,M,70 to 79,12535,8906,71.05
01/01/2014 12:00:00 AM,Central,M,80 +,6346,5180,81.63
01/01/2014 12:00:00 AM,Eastern,F,20 to 29,8336,136,1.63
01/01/2014 12:00:00 AM,Eastern,F,30 to 39,8717,682,7.82
01/01/2014 12:00:00 AM,Eastern,F,40 to 49,10455,2138,20.45
01/01/2014 12:00:00 AM,Eastern,F,50 to 59,14117,5262,37.27
01/01/2014 12:00:00 AM,Eastern,F,60 to 69,12799,7471,58.37
01/01/2014 12:00:00 AM,Eastern,F,70 to 79,7823,6036,77.16
01/01/2014 12:00:00 AM,Eastern,F,80 +,5783,5077,87.79
01/01/2014 12:00:00 AM,Eastern,M,20 to 29,8894,149,1.68
01/01/2014 12:00:00 AM,Eastern,M,30 to 39,8784,649,7.39
01/01/2014 12:00:00 AM,Eastern,M,40 to 49,10443,2095,20.06
01/01/2014 12:00:00 AM,Eastern,M,50 to 59,13451,4998,37.16
01/01/2014 12:00:00 AM,Eastern,M,60 to 69,12767,7393,57.91
01/01/2014 12:00:00 AM,Eastern,M,70 to 79,7053,5266,74.66
01/01/2014 12:00:00 AM,Eastern,M,80 +,3405,2782,81.7
01/01/2014 12:00:00 AM,Northern,F,20 to 29,8014,117,1.46
01/01/2014 12:00:00 AM,Northern,F,30 to 39,8876,636,7.17
01/01/2014 12:00:00 AM,Northern,F,40 to 49,10845,1911,17.62
01/01/2014 12:00:00 AM,Northern,F,50 to 59,12930,4461,34.5
01/01/2014 12:00:00 AM,Northern,F,60 to 69,11382,6384,56.09
01/01/2014 12:00:00 AM,Northern,F,70 to 79,6533,4910,75.16
01/01/2014 12:00:00 AM,Northern,F,80 +,5127,4409,86
01/01/2014 12:00:00 AM,Northern,M,20 to 29,8338,141,1.69
01/01/2014 12:00:00 AM,Northern,M,30 to 39,8729,595,6.82
01/01/2014 12:00:00 AM,Northern,M,40 to 49,10562,1931,18.28
01/01/2014 12:00:00 AM,Northern,M,50 to 59,12713,4574,35.98
01/01/2014 12:00:00 AM,Northern,M,60 to 69,11190,6333,56.6
01/01/2014 12:00:00 AM,Northern,M,70 to 79,6230,4603,73.88
01/01/2014 12:00:00 AM,Northern,M,80 +,3106,2564,82.55
01/01/2014 12:00:00 AM,Unknown,F,20 to 29,7654,61,0.8
01/01/2014 12:00:00 AM,Unknown,F,30 to 39,5090,221,4.34
01/01/2014 12:00:00 AM,Unknown,F,40 to 49,4552,477,10.48
01/01/2014 12:00:00 AM,Unknown,F,50 to 59,4550,1066,23.43
01/01/2014 12:00:00 AM,Unknown,F,60 to 69,3477,1510,43.43
01/01/2014 12:00:00 AM,Unknown,F,70 to 79,1841,1176,63.88
01/01/2014 12:00:00 AM,Unknown,F,80 +,1387,1083,78.08
01/01/2014 12:00:00 AM,Unknown,M,20 to 29,6728,67,1
01/01/2014 12:00:00 AM,Unknown,M,30 to 39,4724,213,4.51
01/01/2014 12:00:00 AM,Unknown,M,40 to 49,4368,542,12.41
01/01/2014 12:00:00 AM,Unknown,M,50 to 59,4296,1025,23.86
01/01/2014 12:00:00 AM,Unknown,M,60 to 69,3140,1388,44.2
01/01/2014 12:00:00 AM,Unknown,M,70 to 79,1648,1009,61.23
01/01/2014 12:00:00 AM,Unknown,M,80 +,887,590,66.52
01/01/2014 12:00:00 AM,Western,F,20 to 29,10195,149,1.46
01/01/2014 12:00:00 AM,Western,F,30 to 39,10944,760,6.94
01/01/2014 12:00:00 AM,Western,F,40 to 49,13683,2287,16.71
01/01/2014 12:00:00 AM,Western,F,50 to 59,18348,5786,31.53
01/01/2014 12:00:00 AM,Western,F,60 to 69,16229,8591,52.94
01/01/2014 12:00:00 AM,Western,F,70 to 79,9770,7049,72.15
01/01/2014 12:00:00 AM,Western,F,80 +,7436,6298,84.7
01/01/2014 12:00:00 AM,Western,M,20 to 29,10476,150,1.43
01/01/2014 12:00:00 AM,Western,M,30 to 39,10479,686,6.55
01/01/2014 12:00:00 AM,Western,M,40 to 49,13282,2289,17.23
01/01/2014 12:00:00 AM,Western,M,50 to 59,17698,5873,33.18
01/01/2014 12:00:00 AM,Western,M,60 to 69,15747,8324,52.86
01/01/2014 12:00:00 AM,Western,M,70 to 79,9167,6295,68.67
01/01/2014 12:00:00 AM,Western,M,80 +,4784,3753,78.45
01/01/2015 12:00:00 AM,Central,F,20 to 29,29557,270,0.91
01/01/2015 12:00:00 AM,Central,F,30 to 39,31290,1410,4.51
01/01/2015 12:00:00 AM,Central,F,40 to 49,32516,4249,13.07
01/01/2015 12:00:00 AM,Central,F,50 to 59,35039,10028,28.62
01/01/2015 12:00:00 AM,Central,F,60 to 69,26923,13343,49.56
01/01/2015 12:00:00 AM,Central,F,70 to 79,14924,10727,71.88
01/01/2015 12:00:00 AM,Central,F,80 +,10710,9053,84.53
01/01/2015 12:00:00 AM,Central,M,20 to 29,29485,367,1.24
01/01/2015 12:00:00 AM,Central,M,30 to 39,29802,1617,5.43
01/01/2015 12:00:00 AM,Central,M,40 to 49,30434,4294,14.11
01/01/2015 12:00:00 AM,Central,M,50 to 59,34170,10479,30.67
01/01/2015 12:00:00 AM,Central,M,60 to 69,24985,13029,52.15
01/01/2015 12:00:00 AM,Central,M,70 to 79,13153,9313,70.81
01/01/2015 12:00:00 AM,Central,M,80 +,6531,5342,81.79
01/01/2015 12:00:00 AM,Eastern,F,20 to 29,8462,134,1.58
01/01/2015 12:00:00 AM,Eastern,F,30 to 39,8719,652,7.48
01/01/2015 12:00:00 AM,Eastern,F,40 to 49,10251,2061,20.11
01/01/2015 12:00:00 AM,Eastern,F,50 to 59,13960,5178,37.09
01/01/2015 12:00:00 AM,Eastern,F,60 to 69,13210,7607,57.59
01/01/2015 12:00:00 AM,Eastern,F,70 to 79,8042,6191,76.98
01/01/2015 12:00:00 AM,Eastern,F,80 +,5818,5093,87.54
01/01/2015 12:00:00 AM,Eastern,M,20 to 29,8988,156,1.74
01/01/2015 12:00:00 AM,Eastern,M,30 to 39,8824,628,7.12
01/01/2015 12:00:00 AM,Eastern,M,40 to 49,10357,2041,19.71
01/01/2015 12:00:00 AM,Eastern,M,50 to 59,13251,4932,37.22
01/01/2015 12:00:00 AM,Eastern,M,60 to 69,13034,7469,57.3
01/01/2015 12:00:00 AM,Eastern,M,70 to 79,7277,5447,74.85
01/01/2015 12:00:00 AM,Eastern,M,80 +,3520,2891,82.13
01/01/2015 12:00:00 AM,Northern,F,20 to 29,8147,125,1.53
01/01/2015 12:00:00 AM,Northern,F,30 to 39,8877,618,6.96
01/01/2015 12:00:00 AM,Northern,F,40 to 49,10628,1847,17.38
01/01/2015 12:00:00 AM,Northern,F,50 to 59,12929,4358,33.71
01/01/2015 12:00:00 AM,Northern,F,60 to 69,11698,6485,55.44
01/01/2015 12:00:00 AM,Northern,F,70 to 79,6799,5076,74.66
01/01/2015 12:00:00 AM,Northern,F,80 +,5080,4364,85.91
01/01/2015 12:00:00 AM,Northern,M,20 to 29,8462,134,1.58
01/01/2015 12:00:00 AM,Northern,M,30 to 39,8736,601,6.88
01/01/2015 12:00:00 AM,Northern,M,40 to 49,10422,1845,17.7
01/01/2015 12:00:00 AM,Northern,M,50 to 59,12613,4561,36.16
01/01/2015 12:00:00 AM,Northern,M,60 to 69,11521,6468,56.14
01/01/2015 12:00:00 AM,Northern,M,70 to 79,6502,4797,73.78
01/01/2015 12:00:00 AM,Northern,M,80 +,3180,2612,82.14
01/01/2015 12:00:00 AM,Unknown,F,20 to 29,6444,48,0.74
01/01/2015 12:00:00 AM,Unknown,F,30 to 39,4616,183,3.96
01/01/2015 12:00:00 AM,Unknown,F,40 to 49,4181,445,10.64
01/01/2015 12:00:00 AM,Unknown,F,50 to 59,4179,919,21.99
01/01/2015 12:00:00 AM,Unknown,F,60 to 69,3396,1431,42.14
01/01/2015 12:00:00 AM,Unknown,F,70 to 79,1819,1168,64.21
01/01/2015 12:00:00 AM,Unknown,F,80 +,1347,1033,76.69
01/01/2015 12:00:00 AM,Unknown,M,20 to 29,5656,70,1.24
01/01/2015 12:00:00 AM,Unknown,M,30 to 39,4229,164,3.88
01/01/2015 12:00:00 AM,Unknown,M,40 to 49,3964,487,12.29
01/01/2015 12:00:00 AM,Unknown,M,50 to 59,4018,911,22.67
01/01/2015 12:00:00 AM,Unknown,M,60 to 69,3099,1360,43.89
01/01/2015 12:00:00 AM,Unknown,M,70 to 79,1662,1000,60.17
01/01/2015 12:00:00 AM,Unknown,M,80 +,893,595,66.63
01/01/2015 12:00:00 AM,Western,F,20 to 29,10352,146,1.41
01/01/2015 12:00:00 AM,Western,F,30 to 39,10990,726,6.61
01/01/2015 12:00:00 AM,Western,F,40 to 49,13362,2177,16.29
01/01/2015 12:00:00 AM,Western,F,50 to 59,18325,5753,31.39
01/01/2015 12:00:00 AM,Western,F,60 to 69,16707,8730,52.25
01/01/2015 12:00:00 AM,Western,F,70 to 79,10220,7317,71.59
01/01/2015 12:00:00 AM,Western,F,80 +,7530,6384,84.78
01/01/2015 12:00:00 AM,Western,M,20 to 29,10694,148,1.38
01/01/2015 12:00:00 AM,Western,M,30 to 39,10523,634,6.02
01/01/2015 12:00:00 AM,Western,M,40 to 49,13009,2238,17.2
01/01/2015 12:00:00 AM,Western,M,50 to 59,17700,5890,33.28
01/01/2015 12:00:00 AM,Western,M,60 to 69,16150,8548,52.93
01/01/2015 12:00:00 AM,Western,M,70 to 79,9582,6578,68.65
01/01/2015 12:00:00 AM,Western,M,80 +,4948,3910,79.02
01/01/2016 12:00:00 AM,Central,F,20 to 29,30153,250,0.83
01/01/2016 12:00:00 AM,Central,F,30 to 39,32474,1396,4.3
01/01/2016 12:00:00 AM,Central,F,40 to 49,32614,4143,12.7
01/01/2016 12:00:00 AM,Central,F,50 to 59,35379,9935,28.08
01/01/2016 12:00:00 AM,Central,F,60 to 69,27693,13478,48.67
01/01/2016 12:00:00 AM,Central,F,70 to 79,16059,11331,70.56
01/01/2016 12:00:00 AM,Central,F,80 +,10830,9142,84.41
01/01/2016 12:00:00 AM,Central,M,20 to 29,30190,340,1.13
01/01/2016 12:00:00 AM,Central,M,30 to 39,30958,1572,5.08
01/01/2016 12:00:00 AM,Central,M,40 to 49,30774,4264,13.86
01/01/2016 12:00:00 AM,Central,M,50 to 59,34501,10522,30.5
01/01/2016 12:00:00 AM,Central,M,60 to 69,25736,13299,51.67
01/01/2016 12:00:00 AM,Central,M,70 to 79,14115,9949,70.49
01/01/2016 12:00:00 AM,Central,M,80 +,6782,5537,81.64
01/01/2016 12:00:00 AM,Eastern,F,20 to 29,8610,138,1.6
01/01/2016 12:00:00 AM,Eastern,F,30 to 39,8809,656,7.45
01/01/2016 12:00:00 AM,Eastern,F,40 to 49,10056,1953,19.42
01/01/2016 12:00:00 AM,Eastern,F,50 to 59,13702,5062,36.94
01/01/2016 12:00:00 AM,Eastern,F,60 to 69,13365,7564,56.6
01/01/2016 12:00:00 AM,Eastern,F,70 to 79,8449,6416,75.94
01/01/2016 12:00:00 AM,Eastern,F,80 +,5942,5162,86.87
01/01/2016 12:00:00 AM,Eastern,M,20 to 29,9129,145,1.59
01/01/2016 12:00:00 AM,Eastern,M,30 to 39,8947,637,7.12
01/01/2016 12:00:00 AM,Eastern,M,40 to 49,10156,1936,19.06
01/01/2016 12:00:00 AM,Eastern,M,50 to 59,13087,4900,37.44
01/01/2016 12:00:00 AM,Eastern,M,60 to 69,13115,7464,56.91
01/01/2016 12:00:00 AM,Eastern,M,70 to 79,7752,5773,74.47
01/01/2016 12:00:00 AM,Eastern,M,80 +,3630,2967,81.74
01/01/2016 12:00:00 AM,Northern,F,20 to 29,8318,114,1.37
01/01/2016 12:00:00 AM,Northern,F,30 to 39,8849,595,6.72
01/01/2016 12:00:00 AM,Northern,F,40 to 49,10571,1801,17.04
01/01/2016 12:00:00 AM,Northern,F,50 to 59,12904,4275,33.13
01/01/2016 12:00:00 AM,Northern,F,60 to 69,11839,6467,54.62
01/01/2016 12:00:00 AM,Northern,F,70 to 79,7215,5325,73.8
01/01/2016 12:00:00 AM,Northern,F,80 +,5161,4428,85.8
01/01/2016 12:00:00 AM,Northern,M,20 to 29,8739,127,1.45
01/01/2016 12:00:00 AM,Northern,M,30 to 39,8711,572,6.57
01/01/2016 12:00:00 AM,Northern,M,40 to 49,10396,1810,17.41
01/01/2016 12:00:00 AM,Northern,M,50 to 59,12533,4508,35.97
01/01/2016 12:00:00 AM,Northern,M,60 to 69,11657,6505,55.8
01/01/2016 12:00:00 AM,Northern,M,70 to 79,6976,5147,73.78
01/01/2016 12:00:00 AM,Northern,M,80 +,3291,2703,82.13
01/01/2016 12:00:00 AM,Unknown,F,20 to 29,5404,36,0.67
01/01/2016 12:00:00 AM,Unknown,F,30 to 39,4096,164,4
01/01/2016 12:00:00 AM,Unknown,F,40 to 49,3730,398,10.67
01/01/2016 12:00:00 AM,Unknown,F,50 to 59,3854,794,20.6
01/01/2016 12:00:00 AM,Unknown,F,60 to 69,3207,1321,41.19
01/01/2016 12:00:00 AM,Unknown,F,70 to 79,1879,1163,61.89
01/01/2016 12:00:00 AM,Unknown,F,80 +,1307,974,74.52
01/01/2016 12:00:00 AM,Unknown,M,20 to 29,4752,53,1.12
01/01/2016 12:00:00 AM,Unknown,M,30 to 39,3811,149,3.91
01/01/2016 12:00:00 AM,Unknown,M,40 to 49,3555,402,11.31
01/01/2016 12:00:00 AM,Unknown,M,50 to 59,3695,827,22.38
01/01/2016 12:00:00 AM,Unknown,M,60 to 69,2988,1253,41.93
01/01/2016 12:00:00 AM,Unknown,M,70 to 79,1686,1020,60.5
01/01/2016 12:00:00 AM,Unknown,M,80 +,915,593,64.81
01/01/2016 12:00:00 AM,Western,F,20 to 29,10550,139,1.32
01/01/2016 12:00:00 AM,Western,F,30 to 39,11139,693,6.22
01/01/2016 12:00:00 AM,Western,F,40 to 49,13250,2147,16.2
01/01/2016 12:00:00 AM,Western,F,50 to 59,18168,5651,31.1
01/01/2016 12:00:00 AM,Western,F,60 to 69,16967,8637,50.9
01/01/2016 12:00:00 AM,Western,F,70 to 79,10957,7811,71.29
01/01/2016 12:00:00 AM,Western,F,80 +,7609,6420,84.37
01/01/2016 12:00:00 AM,Western,M,20 to 29,10933,139,1.27
01/01/2016 12:00:00 AM,Western,M,30 to 39,10703,643,6.01
01/01/2016 12:00:00 AM,Western,M,40 to 49,12824,2144,16.72
01/01/2016 12:00:00 AM,Western,M,50 to 59,17578,5882,33.46
01/01/2016 12:00:00 AM,Western,M,60 to 69,16381,8650,52.81
01/01/2016 12:00:00 AM,Western,M,70 to 79,10252,7038,68.65
01/01/2016 12:00:00 AM,Western,M,80 +,5161,4073,78.92
01/01/2017 12:00:00 AM,Central,F,20 to 29,30800,186,0.6
01/01/2017 12:00:00 AM,Central,F,30 to 39,33816,1235,3.65
01/01/2017 12:00:00 AM,Central,F,40 to 49,32959,3807,11.55
01/01/2017 12:00:00 AM,Central,F,50 to 59,35639,9431,26.46
01/01/2017 12:00:00 AM,Central,F,60 to 69,28423,13062,45.96
01/01/2017 12:00:00 AM,Central,F,70 to 79,17312,11779,68.04
01/01/2017 12:00:00 AM,Central,F,80 +,11033,9219,83.56
01/01/2017 12:00:00 AM,Central,M,20 to 29,30861,293,0.95
01/01/2017 12:00:00 AM,Central,M,30 to 39,32270,1433,4.44
01/01/2017 12:00:00 AM,Central,M,40 to 49,31342,3978,12.69
01/01/2017 12:00:00 AM,Central,M,50 to 59,34451,9821,28.51
01/01/2017 12:00:00 AM,Central,M,60 to 69,26625,13124,49.29
01/01/2017 12:00:00 AM,Central,M,70 to 79,15288,10508,68.73
01/01/2017 12:00:00 AM,Central,M,80 +,6998,5635,80.52
01/01/2017 12:00:00 AM,Eastern,F,20 to 29,8796,112,1.27
01/01/2017 12:00:00 AM,Eastern,F,30 to 39,8850,562,6.35
01/01/2017 12:00:00 AM,Eastern,F,40 to 49,10009,1807,18.05
01/01/2017 12:00:00 AM,Eastern,F,50 to 59,13312,4695,35.27
01/01/2017 12:00:00 AM,Eastern,F,60 to 69,13569,7338,54.08
01/01/2017 12:00:00 AM,Eastern,F,70 to 79,8984,6693,74.5
01/01/2017 12:00:00 AM,Eastern,F,80 +,6016,5184,86.17
01/01/2017 12:00:00 AM,Eastern,M,20 to 29,9258,124,1.34
01/01/2017 12:00:00 AM,Eastern,M,30 to 39,9108,578,6.35
01/01/2017 12:00:00 AM,Eastern,M,40 to 49,10037,1781,17.74
01/01/2017 12:00:00 AM,Eastern,M,50 to 59,12883,4560,35.4
01/01/2017 12:00:00 AM,Eastern,M,60 to 69,13174,7263,55.13
01/01/2017 12:00:00 AM,Eastern,M,70 to 79,8214,5950,72.44
01/01/2017 12:00:00 AM,Eastern,M,80 +,3781,3090,81.72
01/01/2017 12:00:00 AM,Northern,F,20 to 29,8411,95,1.13
01/01/2017 12:00:00 AM,Northern,F,30 to 39,8922,527,5.91
01/01/2017 12:00:00 AM,Northern,F,40 to 49,10466,1664,15.9
01/01/2017 12:00:00 AM,Northern,F,50 to 59,12756,3980,31.2
01/01/2017 12:00:00 AM,Northern,F,60 to 69,12032,6263,52.05
01/01/2017 12:00:00 AM,Northern,F,70 to 79,7789,5562,71.41
01/01/2017 12:00:00 AM,Northern,F,80 +,5148,4398,85.43
01/01/2017 12:00:00 AM,Northern,M,20 to 29,8905,106,1.19
01/01/2017 12:00:00 AM,Northern,M,30 to 39,8747,528,6.04
01/01/2017 12:00:00 AM,Northern,M,40 to 49,10358,1655,15.98
01/01/2017 12:00:00 AM,Northern,M,50 to 59,12396,4183,33.74
01/01/2017 12:00:00 AM,Northern,M,60 to 69,11845,6392,53.96
01/01/2017 12:00:00 AM,Northern,M,70 to 79,7359,5292,71.91
01/01/2017 12:00:00 AM,Northern,M,80 +,3460,2827,81.71
01/01/2017 12:00:00 AM,Unknown,F,20 to 29,4386,32,0.73
01/01/2017 12:00:00 AM,Unknown,F,30 to 39,3602,118,3.28
01/01/2017 12:00:00 AM,Unknown,F,40 to 49,3334,323,9.69
01/01/2017 12:00:00 AM,Unknown,F,50 to 59,3482,662,19.01
01/01/2017 12:00:00 AM,Unknown,F,60 to 69,3031,1171,38.63
01/01/2017 12:00:00 AM,Unknown,F,70 to 79,1918,1137,59.28
01/01/2017 12:00:00 AM,Unknown,F,80 +,1261,914,72.48
01/01/2017 12:00:00 AM,Unknown,M,20 to 29,3809,34,0.89
01/01/2017 12:00:00 AM,Unknown,M,30 to 39,3447,119,3.45
01/01/2017 12:00:00 AM,Unknown,M,40 to 49,3179,337,10.6
01/01/2017 12:00:00 AM,Unknown,M,50 to 59,3381,691,20.44
01/01/2017 12:00:00 AM,Unknown,M,60 to 69,2814,1099,39.05
01/01/2017 12:00:00 AM,Unknown,M,70 to 79,1724,999,57.95
01/01/2017 12:00:00 AM,Unknown,M,80 +,951,604,63.51
01/01/2017 12:00:00 AM,Western,F,20 to 29,10805,112,1.04
01/01/2017 12:00:00 AM,Western,F,30 to 39,11306,620,5.48
01/01/2017 12:00:00 AM,Western,F,40 to 49,13165,1959,14.88
01/01/2017 12:00:00 AM,Western,F,50 to 59,17921,5259,29.35
01/01/2017 12:00:00 AM,Western,F,60 to 69,17310,8324,48.09
01/01/2017 12:00:00 AM,Western,F,70 to 79,11653,8035,68.95
01/01/2017 12:00:00 AM,Western,F,80 +,7745,6477,83.63
01/01/2017 12:00:00 AM,Western,M,20 to 29,11171,120,1.07
01/01/2017 12:00:00 AM,Western,M,30 to 39,10847,566,5.22
01/01/2017 12:00:00 AM,Western,M,40 to 49,12697,1951,15.37
01/01/2017 12:00:00 AM,Western,M,50 to 59,17255,5435,31.5
01/01/2017 12:00:00 AM,Western,M,60 to 69,16723,8458,50.58
01/01/2017 12:00:00 AM,Western,M,70 to 79,10927,7322,67.01
01/01/2017 12:00:00 AM,Western,M,80 +,5355,4200,78.43
